X,Y,Z
67.503867,-1223.425951,380.230379
70.193923,-1105.233244,392.493372
3.391452,35.832794,-9.638586
0.059604,35.597625,-11.176795
-3.259489,39.414117,-12.435473
-9.702999,39.404814,-15.490317
-6.809894,42.669384,-13.357492
-6.925653,38.648796,-13.550307
-3.910621,34.450519,-12.173275
-4.110657,37.892066,-11.714889
-4.226364,33.993513,-11.924500
-4.379832,33.764738,-11.795788
-4.530292,33.535788,-11.664309
-4.677693,33.306670,-11.530150
-4.821985,33.077389,-11.393401
-1.796977,32.856001,-10.044297
-5.101059,32.618359,-11.112486
-2.072807,32.396658,-9.818773
-5.373003,32.393295,-10.971545
0.871383,28.520016,-8.804794
-2.454167,31.941120,-9.604785
-2.549236,28.310724,-9.797240
-2.663727,28.315024,-9.813161
-2.820504,31.484300,-9.370935
-2.941130,31.253574,-9.241987
-3.018336,27.906472,-9.561473
0.074331,27.707990,-8.520091
-3.246458,27.493268,-9.289073
-3.395011,30.798482,-8.987163
-6.650209,27.491948,-10.107768
-0.354871,23.837896,-8.525079
-0.448007,23.841104,-8.546582
-0.558280,23.658240,-8.428822
-0.650760,23.661191,-8.446862
-3.988524,26.884095,-8.846547
-0.849215,23.480790,-8.340539
-4.186755,26.678951,-8.684323
-1.043153,23.299919,-8.227857
-4.331353,23.294206,-8.809377
-1.256546,26.273396,-7.813085
-4.563223,26.267370,-8.341259
-1.442245,26.067200,-7.690877
-1.505445,22.938716,-7.987911
1.621365,22.762656,-7.412630
-1.683389,22.756321,-7.854605
-1.770909,22.757865,-7.853631
-1.858384,22.759310,-7.851251
-1.971784,25.656278,-7.423278
1.198323,22.584073,-7.397761
-2.114064,22.577209,-7.700127
1.020291,22.400454,-7.302808
-5.534930,25.652381,-7.621667
-2.360729,22.394230,-7.537229
-2.444707,22.394946,-7.525026
-2.549834,25.242540,-7.093367
-14.006146,0.950436,-9.775604
-61.177508,-5.280685,-11.184865
-64.690508,-2.253381,-10.272061
-57.213012,-2.188111,-9.157611
-15.196581,-4.225770,-6.301994
-12.912576,-1.780876,-5.618888
-12.813163,-1.768433,-5.399664
-12.577656,0.501767,-4.753679
-10.385595,0.484959,-4.504065
-10.164779,-1.685576,-4.521915
-2.047143,-3.710124,-4.695771
-2.091290,-1.610516,-4.377876
1.953109,-3.624710,-4.699218
1.939457,-3.663031,-4.820143
8.089563,-7.686090,-5.590769
8.056732,-9.835368,-5.960713
8.106062,-9.946557,-6.145485
5.994606,-12.308586,-6.430036
1.806345,-8.136074,-5.727903
-2.430025,-6.050388,-5.147136
-8.753270,-1.713768,-4.015539
-11.015670,4.844692,-2.917283
-11.176496,9.103930,-2.303655
-9.179668,13.115707,-1.937168
-4.961115,14.876297,-2.169947
-2.898497,18.777830,-2.011850
-0.732049,20.568120,-2.101735
-0.785219,22.582065,-1.899835
-0.838916,24.596130,-1.697105
-0.783708,14.522538,-2.641691
-0.724766,4.448152,-3.587100
-0.775744,6.461661,-3.383546
1.258754,18.554657,-2.712949
-1.487374,72.952721,2.976693
-4.888998,101.159978,6.413052
-11.112949,104.416142,8.179340
-4.959404,101.165920,6.505433
10.413302,93.996377,1.945155
77.399200,49.682050,-20.311214
129.641544,16.530972,-38.791201
119.840171,15.251807,-37.730671
58.748970,18.979467,-22.919741
3.412789,22.168848,-8.471337
0.273636,22.342662,-7.625140
0.182742,19.438768,-8.023074
0.098990,19.434823,-7.999984
0.015634,19.430792,-7.975542
-3.086322,22.689315,-6.713500
-3.153541,22.685274,-6.664213
-3.257719,25.791209,-6.312766
-0.357124,22.684030,-7.700023
-0.439819,22.679711,-7.668036
-0.539508,25.785970,-7.340641
-0.634816,22.854953,-7.725994
-0.716912,22.850326,-7.689311
-0.817773,25.981215,-7.354074
-0.934336,26.184929,-7.436876
-1.016072,26.180218,-7.395173
1.780949,26.182239,-8.691410
1.660822,26.385506,-8.796459
1.558523,26.380450,-8.768425
1.438461,23.373521,-9.165811
-1.516669,23.545028,-7.834474
-1.620952,26.774092,-7.473386
-1.745504,26.976591,-7.539600
-1.799105,23.711457,-7.796376
0.873104,26.971870,-8.947574
-2.029504,27.167313,-7.486508
-2.106986,27.161412,-7.426028
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
63.620048,-1081.731753,368.045599
63.304918,-1206.425035,354.454590
67.613192,-1206.786638,356.156095
0.076230,38.926134,-10.153618
-0.073235,34.934646,-10.468166
-3.331503,38.672342,-11.672274
-6.529518,34.696838,-13.406375
-3.626563,34.476968,-11.826353
-6.920961,37.904890,-12.766009
-3.917306,30.168108,-11.805545
-7.242858,37.397980,-12.474633
-4.261408,33.326192,-11.201033
-4.409047,33.096863,-11.074753
-1.425060,29.357839,-10.029118
-4.695251,32.637695,-10.814349
-4.786787,28.938903,-11.023742
-1.819346,28.952846,-9.847544
-1.971767,28.536268,-9.595503
1.018355,28.338934,-8.346481
-5.318452,28.537777,-10.748839
-2.341930,28.129265,-9.385985
-2.454485,28.133888,-9.404734
-2.544756,24.581398,-9.619482
-2.697443,27.720895,-9.157147
-2.808039,27.725069,-9.169392
-2.924121,27.518215,-9.040648
0.124815,24.047229,-8.329683
-3.145621,27.314986,-8.916272
-3.216634,23.859831,-9.108892
-3.361678,27.111225,-8.784304
-3.426656,23.680393,-8.970768
-0.398654,23.505704,-8.055664
-3.672287,26.699213,-8.504130
-0.596167,23.325494,-7.960930
-3.829131,23.319961,-8.673727
-0.789498,23.144787,-7.859750
-4.021146,23.139004,-8.515415
-0.978434,22.963601,-7.752365
-1.066609,22.966089,-7.762815
-1.162771,22.781957,-7.639017
-1.249946,22.784200,-7.646326
-4.482036,22.777827,-8.161769
-1.428392,22.601879,-7.524203
-1.514506,22.603782,-7.527069
1.570563,19.375601,-7.276615
-1.686644,22.420816,-7.396607
-1.771484,22.422387,-7.395153
-4.998419,22.415366,-7.744324
-1.936921,22.238812,-7.256807
1.163816,19.221104,-7.258198
1.068860,19.060144,-7.146025
0.992469,19.061234,-7.163139
-5.357010,19.207462,-7.755384
-2.308995,19.054676,-7.391216
-2.423167,22.058416,-7.072414
0.673118,18.902437,-7.088561
-8.237381,3.984351,-8.955430
-54.627593,-5.118869,-10.816714
-62.369654,-2.173380,-10.118910
-57.213812,-2.128328,-9.168199
-17.606460,-1.793975,-6.210263
-10.718821,-4.053569,-5.878609
-12.813412,-1.723780,-5.408655
-10.456924,-1.682039,-5.019122
-10.373625,-1.670174,-4.825782
-10.164781,-1.645875,-4.530846
-2.036099,-5.811236,-5.044216
4.053961,-9.898669,-5.671938
10.238230,-9.663342,-5.853218
8.150303,-11.971070,-6.237302
1.931987,-10.125002,-5.839097
-2.223685,-8.091449,-5.391375
-10.632012,0.517616,-3.798166
-10.664460,2.660688,-3.384936
-12.936141,9.012504,-2.297071
-6.755466,10.763468,-2.447714
-6.873893,14.699935,-1.879085
-2.699969,18.322004,-1.819218
-0.559103,18.327062,-2.101606
1.626592,22.027486,-1.950274
1.586610,22.027131,-1.959492
-0.713585,24.285249,-1.461564
-2.972253,24.279492,-1.063652
-2.878091,18.319037,-1.661358
-2.823214,14.344870,-2.051473
-0.730329,12.206517,-2.569122
1.305204,8.285467,-3.389596
1.257053,4.358708,-3.790564
1.215252,2.394449,-3.992512
-0.838399,8.384230,-3.009954
1.193890,28.261681,-1.484359
-1.601756,77.942245,4.229216
-4.857263,97.814870,7.075511
-13.958322,103.024541,9.932027
-1.916120,95.839471,6.152158
28.196915,79.011120,-3.864050
108.310693,27.389708,-32.232025
126.504062,12.569820,-40.453503
98.984580,13.946757,-34.130131
24.116144,17.774789,-14.125294
-2.713001,19.150013,-6.620793
0.146040,19.153731,-7.578402
-2.879745,22.173705,-6.215515
-0.015507,19.145510,-7.530799
-3.055027,22.350739,-6.239147
-0.190416,22.169247,-7.167125
-0.296931,22.349885,-7.261770
-0.377338,22.345543,-7.231292
-0.457229,22.341125,-7.199514
-3.458999,25.595637,-5.773918
-0.646847,22.516664,-7.253700
-0.726131,22.511932,-7.217363
2.032644,22.514390,-8.444332
-0.917889,22.686698,-7.261301
1.821190,22.688871,-8.531803
-1.132903,25.992694,-6.974295
-1.211426,25.987676,-6.929713
-1.329536,26.191170,-7.000534
-1.384485,23.029061,-7.279934
1.288763,23.030521,-8.650771
1.166368,23.208964,-8.745343
1.067371,23.203078,-8.709585
-1.777598,23.374202,-7.309558
-1.900034,23.552140,-7.370669
-1.975249,23.545903,-7.312813
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
59.607088,-1066.345225,343.718871
60.436556,-1066.451821,340.733858
61.650737,-1074.724053,343.025855
-0.043417,34.492314,-9.852017
-0.201510,34.264016,-9.779410
-0.320634,34.271323,-9.837995
-6.476193,30.389044,-13.043492
-0.593694,26.591448,-10.477754
-6.801810,30.191682,-12.914092
-3.999702,33.110506,-10.737645
-7.109860,29.781913,-12.615628
-7.244642,29.365201,-12.306814
-4.390162,28.957355,-10.746138
-4.525470,28.963278,-10.761649
-1.640679,28.555057,-9.273650
-1.773337,28.349210,-9.168639
-1.885332,28.354604,-9.196813
-5.052820,28.139482,-10.219493
0.944689,24.609714,-8.229289
-2.221774,24.605986,-9.362015
0.694080,24.245499,-8.052529
-5.552055,27.735931,-9.928225
-2.571210,24.246118,-9.136680
-2.686770,24.063439,-9.011635
0.273218,23.889571,-7.935433
-2.905363,23.884863,-8.893568
-3.014078,23.701756,-8.763133
-3.118788,23.705707,-8.767942
-6.327073,26.707030,-9.124474
-0.245570,23.347764,-7.683397
-3.427067,23.342329,-8.497735
-0.459120,22.980430,-7.467533
-3.625025,23.161815,-8.354709
-3.717875,22.977814,-8.213192
-0.734123,22.802649,-7.390040
-3.949288,25.892245,-7.724424
-0.918094,22.621168,-7.287804
-4.132054,25.686042,-7.568717
-1.097588,22.439225,-7.179753
-1.158505,19.394832,-7.523750
1.840149,19.243267,-6.872325
-1.330908,19.236631,-7.404299
-1.413674,19.238759,-7.407834
-1.496470,19.240781,-7.410046
-1.579981,19.079870,-7.280341
-1.689142,22.079377,-6.949311
-1.743071,19.083316,-7.277790
1.272422,18.930972,-6.797278
-1.931100,21.896847,-6.812229
-2.011822,21.898106,-6.806263
-2.061551,18.926090,-7.126820
0.957798,18.773329,-6.744204
-2.211553,18.765475,-6.979364
-2.289788,18.766368,-6.968311
-2.367821,18.767157,-6.956012
0.648895,18.614008,-6.671420
-2.370530,6.907455,-8.091414
-45.494454,-7.873607,-10.702735
-57.726929,-2.077054,-9.800523
-57.214664,-2.068380,-9.177814
-22.062284,-1.780332,-6.460512
-10.852158,-1.682587,-5.650778
-12.813677,-1.678987,-5.416916
-10.323602,-3.863159,-5.273277
-10.373706,-1.628564,-4.834023
-10.298764,0.545118,-4.299221
-4.142463,-1.563947,-4.525813
-0.035757,-5.697505,-5.067557
-0.090064,-1.517016,-4.398538
-6.327406,4.615772,-3.387110
-12.704081,10.893478,-2.248077
-8.567665,10.639742,-2.330480
-4.560741,14.350373,-2.033819
-0.352562,15.933896,-2.053862
-0.399780,17.867500,-1.834246
1.750592,17.872947,-2.082134
1.732794,21.740720,-1.669081
-0.545234,23.668853,-1.171264
-2.772794,22.006149,-1.133630
-2.763166,20.047427,-1.328671
-0.585373,15.930883,-2.007722
-0.585790,12.061505,-2.429513
-0.601167,10.126271,-2.635872
-0.615693,8.190831,-2.841961
-0.646575,8.189847,-2.832190
-0.694839,10.123587,-2.606182
-0.725720,10.122616,-2.595291
1.263109,8.192230,-3.236933
1.221122,6.255996,-3.452242
1.175283,2.384334,-3.878262
-0.789648,2.412536,-3.501397
-0.898023,10.249234,-2.610941
-1.269865,43.563011,1.135474
-4.569942,84.714680,6.513554
-7.778940,96.472372,8.703385
-7.796821,96.476731,8.772071
3.941292,89.498188,4.778946
59.860818,55.975653,-15.453180
118.157323,17.840719,-38.010115
117.513183,12.578030,-39.808582
64.418486,15.335923,-25.545082
6.046580,21.304324,-8.459267
-2.787526,21.833128,-5.801174
0.034940,18.859071,-7.121282
-0.056784,21.833217,-6.767225
-0.134744,21.829126,-6.741353
-0.238172,22.010304,-6.833737
-0.300592,19.002617,-7.137801
-0.393978,22.001564,-6.774484
-0.483598,19.154196,-7.197934
-0.560775,19.149277,-7.164762
-0.655444,22.172919,-6.793508
-0.765065,22.353187,-6.875180
-0.842030,22.348217,-6.837274
1.858440,19.297072,-8.422186
-1.030620,22.522962,-6.874099
-1.106622,22.517675,-6.831696
1.536063,19.601619,-8.606969
-1.274139,19.588220,-7.205460
1.343441,19.589751,-8.548984
-1.506620,19.897200,-7.346072
1.129138,19.737919,-8.611272
-1.679894,23.037741,-6.889041
-1.773864,20.038437,-7.306454
-1.846842,20.031837,-7.251186
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
55.701319,-1050.738609,319.971646
58.011027,-938.997519,334.315671
59.134527,-946.441887,336.569727
2.821279,33.824226,-7.654798
-3.268284,33.813088,-10.728661
-3.373601,30.214463,-11.186491
-9.467525,33.572241,-13.485907
-3.694603,29.592782,-10.823538
-6.789014,29.590345,-12.208090
-4.037741,32.429542,-10.050331
-4.131192,28.976853,-10.472617
-4.270980,28.771157,-10.350367
-1.449546,28.362689,-8.841298
-4.541649,28.359226,-10.098465
-4.672441,28.153003,-9.968984
-1.794027,24.619818,-9.063951
-1.947320,27.749381,-8.565687
-2.042711,24.255538,-8.845223
-2.149474,24.260831,-8.866667
-2.269000,24.078259,-8.752025
0.620913,23.904861,-7.597382
-2.490917,23.900346,-8.650712
-2.604022,23.717302,-8.530275
-2.708181,23.721817,-8.541543
-2.817389,23.538460,-8.417327
-2.923775,23.354985,-8.291604
-3.025706,23.359034,-8.296981
-0.099019,23.184638,-7.312422
-0.191145,19.885637,-7.582026
-0.276137,19.889501,-7.604418
-3.386242,19.883839,-8.399467
-3.520022,22.814217,-7.899674
-3.617951,22.817450,-7.894360
-3.707359,22.632916,-7.755946
-0.766451,22.457652,-6.946023
-3.888648,22.451128,-7.606167
-0.944681,22.275638,-6.845747
-1.005326,19.261422,-7.213717
-1.118450,22.093168,-6.739876
-4.232350,22.086174,-7.289668
-1.258042,19.105533,-7.107523
-1.343477,18.944405,-6.984646
1.607875,18.792503,-6.393984
-4.572325,21.906921,-7.079836
-1.611233,21.730589,-6.513919
-1.663303,18.788901,-6.861542
1.299394,18.636558,-6.366526
-1.846391,21.547877,-6.383523
1.161640,15.720617,-6.755778
-2.002737,21.550487,-6.372214
0.995037,18.478850,-6.319377
-2.127148,18.633969,-6.701934
-2.194458,18.471705,-6.566601
-2.270110,18.472607,-6.555423
-2.345558,18.473406,-6.543044
0.634451,15.449853,-6.606589
0.603757,3.969407,-7.985287
-35.788868,-13.390049,-10.928917
-51.293407,-1.973353,-9.470499
-53.173705,-1.982299,-9.048879
-24.555227,-1.756527,-6.715479
-13.057042,-1.653336,-5.759868
-15.152972,0.664198,-5.232652
-10.444420,-3.850144,-5.411232
-8.277554,-3.774647,-5.165294
-10.298767,0.580612,-4.289562
-10.477204,4.812083,-3.594932
-12.454288,6.842054,-3.057103
-10.576693,12.671236,-2.084839
-8.631385,14.522195,-1.818923
-4.568863,18.079751,-1.447527
-0.303550,19.538816,-1.404804
-0.349885,21.444367,-1.173728
-0.396876,23.350006,-0.942001
-0.417597,21.444080,-1.164194
-0.437491,19.538022,-1.385980
-0.442374,15.725860,-1.834821
-0.445710,11.913402,-2.283463
-2.504131,11.906797,-1.988452
-0.478264,8.099853,-2.724887
-0.508902,8.099042,-2.717339
1.462256,7.995678,-2.962582
-0.569782,8.097289,-2.700787
-0.600008,8.096348,-2.691786
-0.630081,8.095366,-2.682305
-0.659994,8.094340,-2.672345
-0.689738,8.093273,-2.661910
-0.719307,8.092164,-2.651002
-0.766994,9.998079,-2.410776
1.181519,6.188476,-3.314390
1.141258,4.279794,-3.541307
1.101756,2.370815,-3.767621
-0.845629,4.330785,-3.132024
-0.954590,12.056491,-2.187991
-1.413240,52.626956,2.715219
-4.701465,89.333368,7.961816
-10.553089,95.123363,10.370123
-4.845351,93.207652,8.532434
18.232920,78.728072,-0.109433
92.809439,32.223407,-29.039852
118.930901,14.033760,-40.703774
98.131495,15.274643,-35.546820
28.816115,19.533917,-15.094309
0.084016,18.567582,-6.721276
0.008443,18.563351,-6.698193
-0.066739,18.559035,-6.673894
-0.166297,18.716278,-6.767147
-0.241706,18.711708,-6.739837
2.465592,15.765440,-8.189568
-0.419473,18.863828,-6.799539
-0.494489,18.858919,-6.767949
-3.332943,19.007213,-5.660152
-0.674770,19.010213,-6.818116
-0.749157,19.004966,-6.782206
1.894149,19.007636,-8.009904
-0.951351,22.179949,-6.460129
-1.025335,22.174695,-6.419554
-1.136683,22.354668,-6.490033
-1.210264,22.349166,-6.446261
1.392705,19.301330,-8.138212
-1.396596,22.523054,-6.465891
1.183901,19.449990,-8.200829
-1.584046,22.696348,-6.478304
0.972402,19.598024,-8.255264
-1.747059,19.744511,-6.860996
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
56.251639,-917.894428,314.189806
54.091788,-925.057411,311.807054
57.914569,-925.448415,313.314848
-0.243907,29.815375,-9.110059
-3.331827,33.128389,-10.046818
-3.432591,29.608385,-10.521134
-6.474945,29.393399,-11.798820
-3.779679,32.438901,-9.737214
-6.771799,28.982275,-11.521180
-4.023208,28.573763,-9.939034
-1.217857,24.997461,-8.966191
-1.350409,24.815788,-8.870841
-1.480621,24.633925,-8.773207
-4.553724,27.960878,-9.591060
-4.633830,24.448109,-9.872058
-4.756578,24.265688,-9.739346
-1.989497,27.349864,-8.081013
-2.081080,23.910073,-8.382896
0.752626,23.736863,-7.199375
-2.301253,23.732231,-8.290333
-2.414589,23.548984,-8.176106
-2.517018,23.553754,-8.189899
-2.626596,23.370183,-8.071846
0.248085,20.062030,-7.408275
-2.833792,23.190782,-7.960159
-2.936674,23.006789,-7.837031
-3.035927,23.010802,-7.841316
-0.135242,19.751416,-7.265153
-0.239193,19.591365,-7.162778
-0.321733,19.595219,-7.183913
-6.380692,22.639351,-8.339469
-3.514440,22.464387,-7.450737
-3.567914,19.432086,-7.824541
-0.716595,22.104294,-6.499248
-0.777399,19.120310,-6.892087
-0.857913,19.123325,-6.904090
-0.948577,18.962253,-6.790444
-1.028216,18.965000,-6.799540
-4.130057,21.919908,-6.993883
-1.194004,18.806199,-6.689744
-1.272749,18.808579,-6.694754
-1.355114,18.646947,-6.574941
-1.432757,18.649073,-6.577211
-4.531096,21.554474,-6.644543
-1.614736,21.378089,-6.088795
-1.664276,18.490921,-6.453382
1.253250,18.338488,-5.967307
-1.813007,18.330356,-6.324165
-1.888036,18.331791,-6.318811
-1.993018,21.197469,-5.949109
0.959018,18.180284,-5.921123
0.890113,18.181402,-5.936414
-2.176845,18.172739,-6.163939
-2.249952,18.173641,-6.152645
-2.322855,18.174442,-6.140194
0.601640,18.021115,-5.867323
-2.384649,12.380501,-6.706595
-28.824258,-13.066778,-10.572039
-46.601791,-1.880396,-9.146028
-46.202873,-1.873556,-8.620589
-26.807990,-1.721683,-6.844756
-10.971805,-1.598444,-5.781047
-12.958594,-1.597836,-5.545098
-10.578216,-1.563371,-5.151328
-10.495520,-1.554362,-4.955925
-10.287264,-1.535701,-4.657832
-8.491821,4.844433,-3.643373
-8.754876,11.063393,-2.672581
-8.915082,16.932017,-1.647384
-9.063882,20.769146,-0.981465
-11.177164,22.505836,-0.427265
-6.759176,20.013842,-0.831106
-6.534040,15.908887,-1.218916
-2.368567,13.633397,-1.686947
-2.321743,9.877911,-2.148932
-0.350960,9.750768,-2.286229
-0.366991,7.896593,-2.517457
1.576223,6.048479,-3.010968
1.552966,7.901478,-2.786737
1.519490,7.900726,-2.795954
-0.495810,8.002527,-2.569296
-0.525504,8.001678,-2.561506
-0.538991,6.122554,-2.793495
-0.568074,6.121516,-2.784887
-0.597012,6.120431,-2.775819
-0.625799,6.119299,-2.766292
-0.671831,7.996796,-2.515540
-0.700616,7.995693,-2.504960
-0.729223,7.994548,-2.493923
-0.757646,7.993363,-2.482433
-0.804562,9.871323,-2.229106
1.108412,6.117615,-3.181311
1.069462,4.236672,-3.419502
-0.810529,2.349366,-3.157704
-0.898685,6.191429,-2.738444
-1.110384,23.326021,-0.515655
-1.647629,71.906744,5.854623
-7.594631,91.870267,10.052843
-10.449056,93.774763,11.230761
3.707712,85.095033,5.853686
31.798356,67.351466,-5.431307
113.695353,17.155412,-39.204220
106.552133,12.280046,-38.894759
84.315599,13.665064,-32.938952
5.641285,17.960069,-8.124013
-0.014585,18.262807,-6.286101
-0.111118,18.420556,-6.377228
-0.184333,18.416029,-6.351341
2.482733,15.524137,-7.802766
-0.341181,15.648396,-6.783016
-0.429800,18.563829,-6.380512
-3.224423,18.712258,-5.288906
-0.604981,18.715667,-6.430486
-0.677304,18.710458,-6.396249
-0.767509,21.651313,-5.983830
-0.854565,18.861448,-6.436726
-0.926094,18.855899,-6.398262
1.640462,18.858515,-7.665904
-1.104898,19.006024,-6.429005
1.440185,19.008316,-7.736534
-1.307354,22.176386,-6.064388
1.236839,19.157496,-7.799411
-1.466729,19.304417,-6.469865
1.030723,19.306042,-7.854329
-1.649199,19.452661,-6.479704
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
52.470664,-903.761223,292.292078
50.282409,-910.920220,289.853650
53.949201,-911.319373,291.311367
-0.364363,29.204013,-8.493509
-0.507848,28.998690,-8.421102
-3.524039,32.443983,-9.417152
-6.465549,28.780054,-11.126460
-3.812317,31.983041,-9.211591
-3.911788,28.377983,-9.551115
-1.172442,24.643291,-8.468956
-1.278025,24.649954,-8.504858
-1.383516,21.167084,-8.855828
-1.509274,21.009211,-8.756157
-4.518036,24.281321,-9.526303
-4.640025,24.098544,-9.397805
-4.758946,23.915599,-9.267264
-2.001740,23.742623,-8.037143
-2.088599,20.381538,-8.356918
0.677187,23.386027,-6.764644
-2.331882,23.380928,-7.838994
-2.441715,23.197174,-7.727044
-2.508878,20.073639,-8.158016
-2.647625,23.017803,-7.623862
0.187093,19.764297,-6.994950
-2.848706,22.837838,-7.513494
-2.948111,22.653354,-7.392991
-3.007756,19.602832,-7.804047
-0.185087,19.452587,-6.853325
-3.193898,19.281893,-7.548696
-3.326629,22.291192,-7.145586
-6.331847,22.284370,-7.886779
-0.558827,18.974107,-6.566094
-0.637444,18.977467,-6.581291
-0.729395,18.816308,-6.474541
-0.807266,18.819394,-6.486845
-0.864335,15.890419,-6.894498
-0.972859,18.660825,-6.387060
-1.027692,15.756029,-6.788368
-4.055943,18.655966,-6.951089
-1.210231,18.504240,-6.287688
-1.286472,18.506592,-6.291995
-1.365801,18.344498,-6.175266
-1.440939,18.346598,-6.176931
-1.516078,18.348596,-6.177404
-1.590534,18.186195,-6.057390
-1.664450,18.187949,-6.055319
-1.738306,18.189602,-6.052077
-1.836480,20.836793,-5.549602
1.079657,15.228668,-5.998102
-1.952666,18.029661,-5.916572
0.923608,17.876768,-5.533030
-2.097055,18.031995,-5.899484
-2.158705,17.868825,-5.771462
-2.229307,17.869720,-5.760061
-2.299704,17.870515,-5.747546
0.578622,17.717148,-5.480544
0.522027,14.956579,-5.864878
-24.452656,-7.232016,-9.527080
-41.910162,-1.789376,-8.820354
-41.538420,-4.550090,-8.838233
-24.540728,-4.181665,-7.190186
-10.972250,-1.550992,-5.786821
-15.139921,-1.567930,-5.634012
-12.711106,-1.535949,-5.221101
-10.495618,-1.511504,-4.962052
-10.287268,-1.494626,-4.664090
-8.382010,2.756334,-3.887601
-10.653355,8.976236,-2.756095
-8.364589,6.721236,-2.909873
-8.181636,4.617485,-3.035989
-8.004247,4.492817,-2.801178
-8.036168,6.375505,-2.383513
-6.103040,6.296272,-2.417039
-2.218798,6.138305,-2.598718
-2.251815,7.901535,-2.247095
-0.336748,7.907600,-2.455054
-0.366168,7.906977,-2.449809
1.562292,5.978248,-2.875586
-2.355079,7.899010,-2.162555
-2.380022,7.898272,-2.140417
-0.467678,6.054374,-2.675989
1.433128,5.974817,-2.911093
1.400508,5.973841,-2.918686
-0.552944,6.051407,-2.652317
-0.581096,6.050324,-2.643531
-0.609101,6.049194,-2.634302
-0.636953,6.048017,-2.624631
-0.682127,7.897301,-2.361840
-0.709965,7.896169,-2.351141
-0.737626,7.894996,-2.340002
-0.765101,7.893783,-2.328425
-0.792383,7.892529,-2.316412
1.072539,6.046305,-3.047645
1.034523,4.193378,-3.297277
0.997263,2.340074,-3.546380
-0.861378,2.368487,-3.108677
-0.948801,7.994361,-2.322127
-1.349095,41.763526,2.332343
-4.529908,81.162138,8.599826
-7.468711,88.667901,10.568594
-7.478848,88.674697,10.635119
55.912099,46.915062,-15.956367
110.423500,11.669717,-39.758506
113.427621,11.673044,-41.812942
52.314547,15.048634,-22.933188
0.036089,17.962026,-5.907899
-0.057446,18.120253,-5.996868
-0.128497,18.115796,-5.972376
-0.199138,18.111257,-5.946741
-2.998212,21.126254,-4.522192
-0.366731,18.264218,-6.002510
-0.437034,18.259340,-5.972848
2.147633,18.263138,-7.124755
-0.607151,18.411470,-6.019629
-0.694658,21.298379,-5.591908
-0.779463,18.563013,-6.060139
-0.849029,18.557532,-6.023433
1.681393,21.477986,-6.884549
-1.022997,18.708207,-6.054496
1.485855,18.710908,-7.343997
-1.219977,21.825178,-5.672837
1.287925,18.860632,-7.407062
-1.375398,19.007691,-6.096598
1.087152,19.009718,-7.462391
-1.553287,19.156476,-6.107354
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
50.264811,-784.086848,289.909531
49.622442,-896.912986,272.787468
53.185210,-897.321617,274.189632
-0.445881,28.799803,-8.015609
-0.568779,25.200280,-8.433091
-3.524920,28.590634,-9.377515
-6.403232,25.005326,-11.076923
-3.763549,24.833882,-9.638015
-3.897478,24.651745,-9.525445
-1.211025,21.020043,-8.488020
-4.156850,24.286871,-9.293094
-4.282202,24.104148,-9.173480
-4.404610,23.921245,-9.051686
-1.680247,20.551911,-8.227278
-1.797737,20.393141,-8.125150
-1.940464,23.381972,-7.572626
-2.011691,20.240020,-8.041599
-2.123316,20.080695,-7.933603
0.612464,19.931689,-6.789271
-2.329673,19.926507,-7.838501
-2.467214,22.840346,-7.288430
-2.531573,19.771655,-7.736086
-2.633285,19.611483,-7.619191
-2.766961,22.475737,-7.071790
-2.826621,19.455666,-7.506390
-2.921711,19.295060,-7.384902
-0.155238,19.144850,-6.429595
-3.143971,22.113563,-6.840827
-3.233056,21.928270,-6.718830
-3.324487,21.931683,-6.715888
-3.409403,21.746151,-6.591140
-0.595415,18.668956,-6.170170
-0.671625,18.672257,-6.184314
-0.760471,18.510648,-6.080213
-0.835919,18.513679,-6.091559
-0.890466,15.639535,-6.514751
-0.995997,18.354617,-5.993680
-1.070703,18.357282,-6.001113
-4.027192,18.349292,-6.547509
-1.201734,15.369249,-6.301346
-1.299194,18.199813,-5.899323
1.533068,15.243854,-5.719548
-1.448195,18.039360,-5.786774
-1.494615,15.237752,-6.188647
-1.566615,15.239769,-6.187400
-1.663811,17.880232,-5.667429
-1.735188,17.881853,-5.663779
-1.777756,15.104344,-6.057449
1.034549,17.730617,-5.235145
0.975521,14.977086,-5.649482
-2.011513,17.722661,-5.522902
-2.081150,17.723757,-5.513599
-2.118883,14.970196,-5.898413
0.703799,14.840987,-5.588461
-2.276098,17.561875,-5.365180
-2.343807,17.562559,-5.351544
-2.411276,17.563147,-5.336844
-17.326726,-4.313911,-8.727283
-35.232109,-1.689943,-8.470342
-37.294793,-1.699923,-8.191047
-27.098507,-1.623584,-6.984562
-10.958332,-3.857001,-6.244758
-12.945450,-3.835481,-6.004057
-12.869574,0.759641,-4.902777
-10.617353,-1.475975,-5.075970
